canonical_character_id,preferred_label,canonical_definition,first_definition_source,first_occurrence,origin_type,parent_canonical_ids,parent_relationship,source_reference_codes,related_non_equivalent_concepts,confidence,all_occurrence_count,analysis_occurrence_count,analysis_matrix_count,matrices_present,reference_layer_present,earliest_analysis_year,latest_analysis_year,analysis_span_years,review_status,freeze_phase1_status,freeze_phase1_recommended_confidence,freeze_phase1_note,freeze_phase2_status,freeze_phase2_recommended_confidence,freeze_phase2_note,phase2_parent_canonical_id,freeze_phase3_C12_status,freeze_phase3_C12_recommended_confidence,freeze_phase3_C12_note,freeze_phase4_DE12_status,freeze_phase4_DE12_recommended_confidence,freeze_phase4_DE12_note,freeze_phase5_GA11_status,freeze_phase5_GA11_recommended_confidence,freeze_phase5_GA11_note,freeze_phase6_M26_status,freeze_phase6_M26_recommended_confidence,freeze_phase6_M26_note,v1_freeze_status,v1_freeze_confidence,v1_freeze_note
MC0315,ORIENTATION_ROSTRAL_PROCESS_QUADRATOJUGAL_LATERAL_VIEW,Orientation of rostral process of quadratojugal in lateral view (U26) / straight_or_curves_slightly_dorsally_at_tip angles_ventrally_at_tip,Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C47,provisional_distinct,,,U26,,high,1,1,1,C12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,FROZEN_CURRENT_ID,high,"The C12 source defines a distinct anatomical proposition, and comparison with the consolidated historical inventory did not identify a sufficiently supported equivalent. Retain the C12 canonical ID and preserve its source-reference codes.",NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0316,ANGLE_ROSTRAL_DORSAL_PROCESSES_QUADRATOJUGAL,Angle between rostral and dorsal processes of the quadratojugal (U27) / roughly_90º '>>90º',Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C48,provisional_distinct,,,U27,,high,3,3,3,C12; M19; M26,no,2012,2026,14,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,FROZEN_WITH_LATER_REDIRECT,high,Both score the angle between the anterior/rostral and dorsal processes of the quadratojugal; the later wording explicitly links the angle to quadrate-shaft orientation.,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0317,ORIENTATION_LONG_AXIS_QUADRATE_RESPECT_LONG_AXIS_SKULL,"Orientation of long axis of quadrate with respect to long axis of skull (U68, C5, S5) / perpendicular 'angled caudodorsally-rostroventrally'",Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C49,provisional_distinct,,,U68; C5; S5,,high,1,1,1,C12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,FROZEN_CURRENT_ID,high,"The C12 source defines a distinct anatomical proposition, and comparison with the consolidated historical inventory did not identify a sufficiently supported equivalent. Retain the C12 canonical ID and preserve its source-reference codes.",NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0318,QUADRATE_FOSSA,"**Quadrate fossa (W33-34, U66-67, C1) / absent shallow deeply_invaginated",Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C50,merged_derived,MC0033; MC0034,merged_from,W33-34; U66-67; C1,,high,1,1,1,C12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0319,ROSTRAL_END_MAXILLARY_PROCESS_PALATINE,Rostral end of maxillary process of palatine (U57) / poorly_developed_and_unexpanded mediolaterally_expanded,Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C54,provisional_distinct,,,U57,,high,1,1,1,C12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,FROZEN_CURRENT_ID,high,"The C12 source defines a distinct anatomical proposition, and comparison with the consolidated historical inventory did not identify a sufficiently supported equivalent. Retain the C12 canonical ID and preserve its source-reference codes.",NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0320,COMPOSITION_PALATINE_PROCESS_PTERYGOID,"Composition of palatine (= rostral) process of pterygoid (U61) / formed_from_two_sheets_of_bone_that_project_laterally_and_ventrally 'formed from single, flat plate'",Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C55,provisional_distinct,,,U61,,high,1,1,1,C12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,FROZEN_CURRENT_ID,high,"The C12 source defines a distinct anatomical proposition, and comparison with the consolidated historical inventory did not identify a sufficiently supported equivalent. Retain the C12 canonical ID and preserve its source-reference codes.",NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0321,WIDTH_MAIN_BODY_PTERYGOID_OVERALL_LENGTH_PTERYGOID,Ratio of width of main body of pterygoid:overall length of pterygoid (U62) / '<0.20' '>=0.20',Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C56,provisional_distinct,,,U62,,high,1,1,1,C12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,FROZEN_CURRENT_ID,high,"The C12 source defines a distinct anatomical proposition, and comparison with the consolidated historical inventory did not identify a sufficiently supported equivalent. Retain the C12 canonical ID and preserve its source-reference codes.",NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0322,DORSOVENTRAL_POSITION_ECTOPTERYGOID_PROCESS_PTERYGOID,Dorsoventral position of ectopterygoid process of pterygoid (U60) / 'projects below ventral margin of skull (usually robust)' 'does not project below ventral margin of skull (usually slender)',Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C59,provisional_distinct,,,U60,,high,1,1,1,C12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,FROZEN_CURRENT_ID,high,"The C12 source defines a distinct anatomical proposition, and comparison with the consolidated historical inventory did not identify a sufficiently supported equivalent. Retain the C12 canonical ID and preserve its source-reference codes.",NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0323,SAGITTAL_TRANSVERSE_NUCHAL_CRESTS_MERGE_SMOOTHLY_DORSAL_END,Sagittal and transverse nuchal crests merge smoothly at dorsal end of supraoccipital forming low tetrahedral process (S29) / absent present,Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C64,provisional_distinct,,,S29,,high,1,1,1,C12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,FROZEN_CURRENT_ID,high,"The C12 source defines a distinct anatomical proposition, and comparison with the consolidated historical inventory did not identify a sufficiently supported equivalent. Retain the C12 canonical ID and preserve its source-reference codes.",NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0324,DISTAL_ENDS_PAROCCIPITAL_PROCESSES,"Distal ends of paroccipital processes (U46) / flat_or_slightly_convex_laterally 'markedly convex laterally and expanded suddenly dorsally and ventrally (""tongue-like"" process present)'",Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C65,provisional_distinct,,,U46,,high,1,1,1,C12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,FROZEN_CURRENT_ID,high,"The C12 source defines a distinct anatomical proposition, and comparison with the consolidated historical inventory did not identify a sufficiently supported equivalent. Retain the C12 canonical ID and preserve its source-reference codes.",NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0325,CROSS_SECTIONAL_BASIPTERYGOID_PROCESSES,Cross-sectional morphology of basipterygoid processes (U51) / elliptical_or_subtriangular subcircular,Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C77,provisional_distinct,,,U51,,moderate,3,3,3,C12; M19; M26,no,2012,2026,14,frozen-v1.0,FROZEN,high,"Same basipterygoid-process cross-sectional shape states in C12, M19 and M26.",NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_REAFFIRMED,high,"Accepted during Phase 1. Residual review status was a metadata carryover, not unresolved biological equivalence. The canonical identity is reaffirmed for v1.0."
MC0326,PARASPHENOID_ROSTRUM,"Morphology of parasphenoid rostrum (U56) / broadly_triangular_in_lateral_view_and_with_groove_on_dorsal_margin 'slender, spike-like, and lacking dorsal groove'",Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C78,provisional_distinct,,,U56,,high,1,1,1,C12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,FROZEN_CURRENT_ID,high,"The C12 source defines a distinct anatomical proposition, and comparison with the consolidated historical inventory did not identify a sufficiently supported equivalent. Retain the C12 canonical ID and preserve its source-reference codes.",NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0327,POSITION_ROSTRAL_END_SPLENIAL_MANDIBULAR_SYMPHYSIS,Position of rostral end of splenial relative to mandibular symphysis (U72) / caudal_to participates_in_symphysis,Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C86,provisional_distinct,,,U72,,moderate,3,3,3,C12; M19; M26,no,2012,2026,14,frozen-v1.0,FROZEN,high,Same position of the anterior/rostral splenial end relative to the mandibular symphysis.,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_REAFFIRMED,high,"Accepted during Phase 1. Residual review status was a metadata carryover, not unresolved biological equivalence. The canonical identity is reaffirmed for v1.0."
MC0328,PLATE_BONE_LYING_LATERAL_TEETH_PREMAXILLA_MAXILLA_DENTARY,"Plate of bone lying lateral to teeth on premaxilla, maxilla, and dentary (U9) / absent present",Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C90,provisional_distinct,,,U9,,high,1,1,1,C12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,FROZEN_CURRENT_ID,high,"The C12 source defines a distinct anatomical proposition, and comparison with the consolidated historical inventory did not identify a sufficiently supported equivalent. Retain the C12 canonical ID and preserve its source-reference codes.",NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0329,POSITION_TOOTH_ROW_LARGEST_TEETH,Position in tooth row of largest teeth (U78) / 'mid-length along maxilla' rostral_end_of_jaws,Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C91,provisional_distinct,,,U78,,high,1,1,1,C12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,FROZEN_CURRENT_ID,high,"The C12 source defines a distinct anatomical proposition, and comparison with the consolidated historical inventory did not identify a sufficiently supported equivalent. Retain the C12 canonical ID and preserve its source-reference codes.",NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0330,OCCLUSAL_PATTERN,**Occlusal pattern (W67-68) / absent 'interlocking (creating V-shaped facets)' 'planar facets at markedly acute angle to long axis of tooth (high-angled)' 'planar facets at roughly 90° angle to long axis of tooth (low-angled)',Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C94,merged_derived,MC0067; MC0068,merged_from,W67-68,,high,1,1,1,C12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0331,CONTACT_ADJACENT_TOOTH_CROWNS,Contact between adjacent tooth crowns (U81) / present absent,Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C96,provisional_distinct,,,U81,,high,1,1,1,C12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,FROZEN_CURRENT_ID,high,"The C12 source defines a distinct anatomical proposition, and comparison with the consolidated historical inventory did not identify a sufficiently supported equivalent. Retain the C12 canonical ID and preserve its source-reference codes.",NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0332,LENGTH_WORN_TOOTH_CROWN_WIDTH_LINGUAL_FACE,"Ratio of length of worn tooth crown:width of lingual face (= ""slenderness index"") (U87-89) / '<=3.0 (crowns expanded; teeth spatulate)' '3.01-3.99' '>=4.0'",Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C97,provisional_distinct,,,U87-89,,moderate,4,4,4,C12; DE12; M19; M26,no,2012,2026,14,frozen-v1.0,FROZEN,high,Same tooth slenderness-index variable; datasets use different state thresholds/bins but measure the same continuous biological proportion.,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_REAFFIRMED,high,"Accepted during Phase 1. Residual review status was a metadata carryover, not unresolved biological equivalence. The canonical identity is reaffirmed for v1.0."
MC0333,PROMINENT_GROOVES_NEAR_MESIAL_DISTAL_MARGINS_LABIAL_SURFACE,Prominent grooves near mesial and distal margins of labial surface of tooth crowns (U86) / absent present,Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C104,provisional_distinct,,,U86,,moderate,3,3,3,C12; M19; M26,no,2012,2026,14,frozen-v1.0,NOT_YET_AUDITED,,,FROZEN_WITH_PHASE2_REDIRECT,high,Retained canonical ID gained M19/M26 occurrences through a source/definition-level Phase-2 redirect.,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,moderate,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0334,CERVICAL_PLEUROCOELOUS_FOSSAE,"**Morphology of cervical pleurocoelous fossae (W78, W83, U110, C15, S33) / absent 'simple, undivided' 'simple and undivided in cranial cervicals but becoming complex (divided by bony septa) in caudal cervicals, producing numerous, laterally visible foramina' 'complex (with numerous, laterally visible foramina) in all (post-axial) cervicals'",Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C108,merged_derived,MC0078; MC0083,merged_from,W78; W83; U110; C15; S33,,high,1,1,1,C12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0335,VENTRAL_SURFACE_CERVICAL_VERTEBRAL_BODIES,Morphology of ventral surface of cervical vertebral bodies (U106-107) / with_prominent_sagittal_keels flat_or_mildly_convex_ventrally 'concave ventrally (longitudinal sulcus present)',Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C109,provisional_distinct,,,U106-107,,high,1,1,1,C12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,FROZEN_CURRENT_ID,high,"The C12 source defines a distinct anatomical proposition, and comparison with the consolidated historical inventory did not identify a sufficiently supported equivalent. Retain the C12 canonical ID and preserve its source-reference codes.",NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0336,FOSSAE_DORSAL_SURFACE_COSTOLATERAL_EMINENCES_CERVICAL_VERTEBRAE,Fossae on dorsal surface of costolateral eminences of cervical vertebrae (U109) / absent present_and_confluent_with_pleurocoelous_fossa present_but_separated_from_pleurocoelous_fossa_by_ridge,Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C110,provisional_distinct,,,U109,,high,1,1,1,C12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,FROZEN_CURRENT_ID,high,"The C12 source defines a distinct anatomical proposition, and comparison with the consolidated historical inventory did not identify a sufficiently supported equivalent. Retain the C12 canonical ID and preserve its source-reference codes.",NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0337,ANGULATION_SPINOUS_PROCESS_CRANIAL_CERVICAL_VERTEBRAE,Angulation of spinous process on cranial cervical vertebrae (C18) / 'dorsal (vertical) or craniodorsal' caudodorsal,Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C113,provisional_distinct,,,C18,,high,1,1,1,C12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,FROZEN_CURRENT_ID,high,"The C12 source defines a distinct anatomical proposition, and comparison with the consolidated historical inventory did not identify a sufficiently supported equivalent. Retain the C12 canonical ID and preserve its source-reference codes.",NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0338,ARTICULAR_SURFACES_CRANIAL_ZYGAPOPHYSES_MIDDLE_CAUDAL_CERVICAL_VERTEBRAE,Morphology of articular surfaces of cranial zygapophyses on middle and caudal cervical vertebrae (U114) / flat transversely_convex,Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C117,provisional_distinct,,,U114,,high,1,1,1,C12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,FROZEN_CURRENT_ID,high,"The C12 source defines a distinct anatomical proposition, and comparison with the consolidated historical inventory did not identify a sufficiently supported equivalent. Retain the C12 canonical ID and preserve its source-reference codes.",NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0339,CAUDAL_CERVICAL_CRANIAL_THORACIC_SPINOUS_PROCESSES,"**Morphology of caudal cervical and cranial thoracic spinous processes (W89-90, U118, C17) / single bifid_but_lacking_pseudospinal_tuberculum bifid_with_sagittal_pseudospinal_tuberculum",Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C120,merged_derived,MC0089; MC0090,merged_from,W89-90; U118; C17,,high,1,1,1,C12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0340,ORIENTATION_CAUDAL_MARGIN_SPINOUS_PROCESSES_CAUDAL_CERVICAL_VERTEBRAE,Orientation of caudal margin of spinous processes on caudal cervical vertebrae with respect to craniocaudal axis of vertebral body (U119) / nearly_vertical 'slopes craniodorsally-caudoventrally',Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C121,provisional_distinct,,,U119,,high,1,1,1,C12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,FROZEN_CURRENT_ID,high,"The C12 source defines a distinct anatomical proposition, and comparison with the consolidated historical inventory did not identify a sufficiently supported equivalent. Retain the C12 canonical ID and preserve its source-reference codes.",NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0341,PLEUROCOELOUS_FOSSAE_MAJORITY_THORACIC_VERTEBRAL_BODIES,"Pleurocoelous fossae in majority of thoracic vertebral bodies (W78, U128-129, C22) / absent present_as_deep_but_simple_pits 'present as deep excavations that ramify into vertebral body and into base of vertebral arch (leaving only thin septum in body midline)'",Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C123,split_derived,MC0078,split_from,W78; U128-129; C22,,high,1,1,1,C12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,FROZEN_COMPOUND_DECOMPOSED_LATER,high,"C12 C123 is a compound three-state thoracic/dorsal pneumatic character: absence, simple/deep pits, or deeply ramifying excavation. M19/M26 later separate this information into MC0555 (presence/absence) and MC0556 (simple/shallow versus deeply ramifying pneumatization). Keep MC0341 as the earlier compound concept and record explicit decomposition relationships rather than merging it with either child.",NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0342,LATERAL_POSITION_PLEUROCOELOUS_FORAMINA_THORACIC_VERTEBRAL_BODIES,Lateral position of pleurocoelous foramina on thoracic vertebral bodies (U130) / absent 'flush with lateral surface (no pleurocoelous fossa)' set_within_pleurocoelous_fossa,Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C124,provisional_distinct,,,U130,,high,3,3,3,C12; M19; M26,no,2012,2026,14,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,FROZEN_WITH_LATER_REDIRECT,high,Both score whether dorsal/thoracic pneumatic foramina are flush with the centrum surface or set within a lateral fossa; C12 also includes an absent state.,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0343,CRANIAL_FACE_THORACIC_VERTEBRAL_ARCHES,Cranial face of thoracic vertebral arches (U136) / flat_or_shallowly_excavated deeply_excavated,Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C125,provisional_distinct,,,U136,,high,1,1,1,C12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,FROZEN_CURRENT_ID,high,"The C12 source defines a distinct anatomical proposition, and comparison with the consolidated historical inventory did not identify a sufficiently supported equivalent. Retain the C12 canonical ID and preserve its source-reference codes.",NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0344,SINGLE_MIDLINE_LAMINA_EXTENDING_VENTRALLY_HYPOSPHENE_THORACIC_VERTEBRAE,Single midline lamina extending ventrally from hyposphene in thoracic vertebrae (U146) / absent present,Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C127,provisional_distinct,,,U146,,high,1,1,1,C12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,FROZEN_CURRENT_ID,high,"The C12 source defines a distinct anatomical proposition, and comparison with the consolidated historical inventory did not identify a sufficiently supported equivalent. Retain the C12 canonical ID and preserve its source-reference codes.",NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0345,ACCESSORY_SPINODIAPOPHYSEAL_LAMINA_THORACIC_VERTEBRAE_NON_BIFID_SPINOUS,Accessory spinodiapophyseal lamina on thoracic vertebrae with non-bifid spinous processes (U151) / absent present,Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C129,provisional_distinct,,,U151,,high,3,3,3,C12; M19; M26,no,2012,2026,14,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,FROZEN_WITH_LATER_REDIRECT,high,C12's accessory spinodiapophyseal lamina is the anterior SPDL/aSPDL subsequently formalized in the M19/M26 wording.,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
