occurrence_id,matrix_id,dataset_name,dataset_role,year,source_character_no,canonical_character_id,original_canonical_character_id,source_label,source_definition,source_states,ordering,source_block,relationship_to_canonical,parent_occurrence,parent_canonical_ids,definition_source,source_attribution,source_reference_codes,related_non_equivalent_concepts,mapping_confidence,top_candidates,notes
WIL02_REF:C177,WIL02_REF,Wilson (2002) reference layer,reference,2002,177,MC0177,MC0177,MC_45%_RAD,Longest metacarpal-to-radius ratio: close to 0.3 (0); 0.45 or more (1).,,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C178,WIL02_REF,Wilson (2002) reference layer,reference,2002,178,MC0178,MC0178,MC_I_SUBEQUAL_TO_IV,"Metacarpal I, length: shorter than (0) or longer than (1) metacarpal IV.",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C179,WIL02_REF,Wilson (2002) reference layer,reference,2002,179,MC0179,MC0179,MC_I_DISTAL_CONDYLE_UNDIVIDED,"Metacarpal I, distal condyle shape: divided (0); undivided (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C180,WIL02_REF,Wilson (2002) reference layer,reference,2002,180,MC0180,MC0180,MC_I_DISTAL_CONDYLE_BEVELLED,"Metacarpal I distal condyle, transverse axis ori- entation: bevelled approximately 20° proximo- distally (0) or perpendicular (1) with respect to axis of shaft.",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C181,WIL02_REF,Wilson (2002) reference layer,reference,2002,181,MC0181,MC0181,MANUAL_FORM_22222_LOWER,"Manual digits II and III, phalangeal number: 2- 3-4-3-2 or more (0); reduced, 2-2-2-2-2 or less (1); absent or unossified (2).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C182,WIL02_REF,Wilson (2002) reference layer,reference,2002,182,MC0182,MC0182,MANUAL_PH_I.1_WEDGE_SHAPED,"Manual phalanx I.1, shape: rectangular (0); wedge-shaped (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C183,WIL02_REF,Wilson (2002) reference layer,reference,2002,183,MC0183,MC0183,MANUAL_PH_BROAD,"Manual nonungual phalanges, shape: longer proximodistally than broad transversely (0); broader transversely than long proximodistally (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C184,WIL02_REF,Wilson (2002) reference layer,reference,2002,184,MC0184,MC0184,DIVERGENT_PREAC_BLADE,"Pelvis, anterior breadth: narrow, ilia longer anteroposteriorly than distance separating preacetabular processes (0); broad, distance between preacetabular processes exceeds antero- posterior length of ilia (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C185,WIL02_REF,Wilson (2002) reference layer,reference,2002,185,MC0185,MC0185,ILIUM W/ISCHIAL PED REDUCED,"Ilium, ischial peduncle size: large, prominent (0); low, rounded (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C186,WIL02_REF,Wilson (2002) reference layer,reference,2002,186,MC0186,MC0186,ILIAC_BLADE_SEMICIRCULAR,"Iliac blade dorsal margin, shape: flat (0); semi- circular (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C187,WIL02_REF,Wilson (2002) reference layer,reference,2002,187,MC0187,MC0187,ILIAC_BLADE_ORIENTATION,"Iliac preacetabular process, orientation: antero- lateral to (0) or perpendicular to (1) body axis.",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C188,WIL02_REF,Wilson (2002) reference layer,reference,2002,188,MC0188,MC0188,SEMICIRCULAR_PREAC_PR,"Iliac preacetabular process, shape: pointed, arch- ing ventrally (0); semicircular, with posteroven- tral excursion of cartilage cap (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C189,WIL02_REF,Wilson (2002) reference layer,reference,2002,189,MC0189,MC0189,PUBIS_W_AMBIENS,"Pubis, ambiens process development: small, con- fluent with (0) or prominent, projecting anteri- orly from (1) anterior margin of pubis.",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C190,WIL02_REF,Wilson (2002) reference layer,reference,2002,190,MC0190,MC0190,PUBIC_APRON_CANTED,"Pubic apron, shape: flat (straight symphysis) (0); canted anteromedially (gentle S-shaped symphy- sis) (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C191,WIL02_REF,Wilson (2002) reference layer,reference,2002,191,MC0191,MC0191,PUBOSCHIAL_CONTACT_DEEP,"Puboischial contact, length: approximately one- third (0) or one-half (1) total length of pubis.",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C192,WIL02_REF,Wilson (2002) reference layer,reference,2002,192,MC0192,MC0192,ISCHIUM_LONGER_THAN_PUBIS,"Ischial blade, length: much shorter than (0) or equal to or longer than (1) pubic blade.",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C193,WIL02_REF,Wilson (2002) reference layer,reference,2002,193,MC0193,MC0193,ISCHIAL_BL_SHALLOW,"Ischial blade, shape: emarginate distal to pubic peduncle (0); no emargination distal to pubic peduncle (1). 264",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C194,WIL02_REF,Wilson (2002) reference layer,reference,2002,194,MC0194,MC0194,ISCHIUM_FLATTENED_DV,"Ischial distal shaft, shape: triangular, depth of ischial shaft increases medially (0); bladelike, medial and lateral depths subequal (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C195,WIL02_REF,Wilson (2002) reference layer,reference,2002,195,MC0195,MC0195,ISCHIAL_SHAFTS_COPLANAR,"Ischial distal shafts, cross-sectional shape: V- shaped, forming an angle of nearly 50° with each other (0); flat, nearly coplanar (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C196,WIL02_REF,Wilson (2002) reference layer,reference,2002,196,MC0196,MC0196,FOURTH_TROCHANTER_REDUCED,"Femoral fourth trochanter, development: promi- nent (0); reduced to crest or ridge (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C197,WIL02_REF,Wilson (2002) reference layer,reference,2002,197,MC0197,MC0197,LESSER_TROCHANTER,Femoral lesser trochanter: present (0); absent (1).,,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C198,WIL02_REF,Wilson (2002) reference layer,reference,2002,198,MC0198,MC0198,FEMORAL_SHAFT_ELLIPTICAL,"Femoral midshaft, transverse diameter: sub- equal to (0), 125-150%, or (1) at least 185% (2) anteroposterior diameter.",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C199,WIL02_REF,Wilson (2002) reference layer,reference,2002,199,MC0199,MC0199,FEMUR_BULGE,"Femoral shaft, lateral margin shape: straight (0); proximal one-third deflected medially (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C200,WIL02_REF,Wilson (2002) reference layer,reference,2002,200,MC0200,MC0200,FEM_DIST_CONDYLES_ASYMMETRICAL,"Femoral distal condyles, relative transverse breadth: subequal (0); tibial much broader than fibular (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C201,WIL02_REF,Wilson (2002) reference layer,reference,2002,201,MC0201,MC0201,FEM_DIST_CON_BEVELLED,"Femoral distal condyles, orientation: perpendic- ular or slightly bevelled dorsolaterally (0) or bevelled dorsomedially approximately 10° (1) relative to femoral shaft.",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C202,WIL02_REF,Wilson (2002) reference layer,reference,2002,202,MC0202,MC0202,FEM_DIS_CON_EXPOSED_ANT,"Femoral distal condyles, articular surface shape: restricted to distal portion of femur (0); expanded onto anterior portion of femoral shaft (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C203,WIL02_REF,Wilson (2002) reference layer,reference,2002,203,MC0203,MC0203,TIBIA_PROX_SUBCIRCULAR,"Tibial proximal condyle, shape: narrow, long axis anteroposterior (0); expanded transversely, condyle subcircular (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C204,WIL02_REF,Wilson (2002) reference layer,reference,2002,204,MC0204,MC0204,CNEMIAL CR PROJ'S LATERALLY,"Tibial cnemial crest, orientation: projecting ante- riorly (0) or laterally (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C205,WIL02_REF,Wilson (2002) reference layer,reference,2002,205,MC0205,MC0205,TIB_DIS_BR_2X_MIDSH_BR,"Tibia, distal breadth: approximately 125% (0) or more than twice (1) midshaft breadth.",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C206,WIL02_REF,Wilson (2002) reference layer,reference,2002,206,MC0206,MC0206,TIB_PV_CORNER_REDUCED,"Tibial distal posteroventral process, size: broad transversely, covering posterior fossa of astraga- lus (0); shortened transversely, posterior fossa of astragalus visible posteriorly (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C207,WIL02_REF,Wilson (2002) reference layer,reference,2002,207,MC0207,MC0207,FIB_WITH_BROAD_TIBIAL_SCAR,"Fibula, proximal tibial scar, development: not well-marked (0); well-marked and deepening anteriorly (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C208,WIL02_REF,Wilson (2002) reference layer,reference,2002,208,MC0208,MC0208,FIBULAR_LATERAL_TROCH,"Fibula, lateral trochanter: absent (0); present (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C209,WIL02_REF,Wilson (2002) reference layer,reference,2002,209,MC0209,MC0209,FIB_DI_CON_EXP_TR,"Fibular distal condyle, size: subequal to shaft (0); expanded transversely, more than twice mid- shaft breadth (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C210,WIL02_REF,Wilson (2002) reference layer,reference,2002,210,MC0210,MC0210,ASTRAGALUS_WEDGE_SHAPED,"Astragalus, shape: rectangular (0); wedge- shaped, with reduced anteromedial corner (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C211,WIL02_REF,Wilson (2002) reference layer,reference,2002,211,MC0211,MC0211,ASTRAGALAR FOSSA/FORAMINA ABSEN,"Astragalus, foramina at base of ascending pro- cess: present (0); absent (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C212,WIL02_REF,Wilson (2002) reference layer,reference,2002,212,MC0212,MC0212,ASTR_ASC_PR_ROTATED,"Astragalus, ascending process length: limited to anterior two-thirds of astragalus (0); extending to posterior margin of astragalus (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C213,WIL02_REF,Wilson (2002) reference layer,reference,2002,213,MC0213,MC0213,ASTRAGALAR_POST_FOSSA_DIVIDED,"Astragalus, posterior fossa shape: undivided (0); divided by vertical crest (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C214,WIL02_REF,Wilson (2002) reference layer,reference,2002,214,MC0214,MC0214,ASTRAGALAR H=L,"Astragalus, transverse length: 50% more than (0) or subequal to (1) proximodistal height.",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C215,WIL02_REF,Wilson (2002) reference layer,reference,2002,215,MC0215,MC0215,CALCANEUM_UNOSSIFIED,Calcaneum: present (0); absent or unossified (1).,,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C216,WIL02_REF,Wilson (2002) reference layer,reference,2002,216,MC0216,MC0216,DISTAL_TARSALS_3&4_UNOSSIFIED,Distal tarsals 3 and 4: present (0); absent or unossified (1).,,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C217,WIL02_REF,Wilson (2002) reference layer,reference,2002,217,MC0217,MC0217,PLANTIGRADE_PES,"Metatarsus, posture: bound (0); spreading (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C218,WIL02_REF,Wilson (2002) reference layer,reference,2002,218,MC0218,MC0218,MT_I_PR_CON_BEVELLED,"Metatarsal I proximal condyle, transverse axis orientation: perpendicular to (0) or angled ven- tromedially approximately 15° to (1) axis of shaft.",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C219,WIL02_REF,Wilson (2002) reference layer,reference,2002,219,MC0219,MC0219,MT_I_DIS_CON_BEVELLED,"Metatarsal I distal condyle, transverse axis ori- entation: perpendicular to (0) or angled dorsome- dially to (1) axis of shaft.",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C220,WIL02_REF,Wilson (2002) reference layer,reference,2002,220,MC0220,MC0220,MT_I_DIS_POST_LAT_PROJ,"Metatarsal I distal condyle, posterolateral pro- jection: absent (0); present (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C221,WIL02_REF,Wilson (2002) reference layer,reference,2002,221,MC0221,MC0221,MT_I_SHAFT_LARGE,"Metatarsal I, minimum shaft width: less than (0) or greater than (1) that of metatarsals II-IV.",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C222,WIL02_REF,Wilson (2002) reference layer,reference,2002,222,MC0222,MC0222,MT I & V SUBEQUAL TO I & IV (PR,"Metatarsal I and V proximal condyle, size: smaller than (0) or subequal to (1) those of meta- tarsals II and IV.",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C223,WIL02_REF,Wilson (2002) reference layer,reference,2002,223,MC0223,MC0223,MT III/TIB 0.25,Metatarsal III length: more than 30% (0) or less than 25% (1) that of tibia.,,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C224,WIL02_REF,Wilson (2002) reference layer,reference,2002,224,MC0224,MC0224,MT_III_AND_IV_SMALLER_THAN_I_II,"Metatarsals III and IV, minimum transverse shaft diameters: subequal to (0) or less than 65% (1) that of metatarsals I or II (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C225,WIL02_REF,Wilson (2002) reference layer,reference,2002,225,MC0225,MC0225,MT_V_70%_MT_IV,"Metatarsal V, length: shorter than (0) or at least 70% (1) length of metatarsal IV.",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C226,WIL02_REF,Wilson (2002) reference layer,reference,2002,226,MC0226,MC0226,SHORT PEDAL PH'S,"Pedal nonungual phalanges, shape: longer prox- imodistally than broad transversely (0); broader transversely than long proximodistally (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C227,WIL02_REF,Wilson (2002) reference layer,reference,2002,227,MC0227,MC0227,PEDAL II-IV RUD PH'S,"Pedal digits II-IV, penultimate phalanges, devel- opment: subequal in size to more proximal pha- langes (0); rudimentary or absent (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C228,WIL02_REF,Wilson (2002) reference layer,reference,2002,228,MC0228,MC0228,PEDAL_UNGUAL_CONDLYE_ASYMMETRIC,"Pedal unguals, orientation: aligned with (0) or deflected lateral to (1) digit axis.",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C229,WIL02_REF,Wilson (2002) reference layer,reference,2002,229,MC0229,MC0229,PEDAL_I_UNGUAL_LONG,"Pedal digit I ungual, length relative to pedal digit II ungual: subequal (0); 25% larger than that of digit II (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C230,WIL02_REF,Wilson (2002) reference layer,reference,2002,230,MC0230,MC0230,PEDAL_I_UNGUAL_ENLARGED,"Pedal digit I ungual, length: shorter (0) or longer (1) than metatarsal I.",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C231,WIL02_REF,Wilson (2002) reference layer,reference,2002,231,MC0231,MC0231,PEDAL_I_UNGUAL_SICKLE_SHAPED,"Pedal ungual I, shape: broader transversely than dorsoventrally (0); sickle-shaped, much deeper dorsoventrally than broad transversely (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C232,WIL02_REF,Wilson (2002) reference layer,reference,2002,232,MC0232,MC0232,PEDAL_II_III_SICKLE_SHAPED_UNGU,"Pedal ungual II-III, shape: broader transversely than dorsoventrally (0); sickle-shaped, much deeper dorsoventrally than broad transversely (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C233,WIL02_REF,Wilson (2002) reference layer,reference,2002,233,MC0233,MC0233,PEDAL_IV_UNGUAL_RUD,"Pedal digit IV ungual, development: subequal in size to unguals of pedal digits II and III (0); rudi- mentary or absent (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C234,WIL02_REF,Wilson (2002) reference layer,reference,2002,234,MC0234,MC0234,OSTEODERMS,Osteoderms: absent (0); present (1).,,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WU09:C1,WU09,Wilson & Upchurch 2009,analysis,2009,1,MC0001,MC0001,NARIAL_DEPRESSION,"Posterolateral processes of premaxilla and lat- eral processes of maxilla, shape: without midline contact (0); with midline contact forming marked narial depression, subnarial foramen not visible laterally (1).",,,,inherited_unchanged,WIL02_REF:C1,MC0001,Wilson (2002) definition; WU09 matrix/scoring source,,,,high,,Definition and numbering inherited 1:1 from Wilson (2002); matrix-specific taxon scoring revisions are tracked separately from character-concept provenance.
WU09:C2,WU09,Wilson & Upchurch 2009,analysis,2009,2,MC0002,MC0002,SNOUT_STEPPED,"Premaxillary anterior margin, shape: without step (0); with marked step, anterior portion of skull sharply demarcated (1).",,,,inherited_unchanged,WIL02_REF:C2,MC0002,Wilson (2002) definition; WU09 matrix/scoring source,,,,high,,Definition and numbering inherited 1:1 from Wilson (2002); matrix-specific taxon scoring revisions are tracked separately from character-concept provenance.
WU09:C3,WU09,Wilson & Upchurch 2009,analysis,2009,3,MC0003,MC0003,MAX_BORDER_ON_NARIS_LONG,"Maxillary border of external naris, length: short, making up much less than one-fourth narial perimeter (0); long, making up more than one- third narial perimeter (1).",,,,inherited_unchanged,WIL02_REF:C3,MC0003,Wilson (2002) definition; WU09 matrix/scoring source,,,,high,,Definition and numbering inherited 1:1 from Wilson (2002); matrix-specific taxon scoring revisions are tracked separately from character-concept provenance.
WU09:C4,WU09,Wilson & Upchurch 2009,analysis,2009,4,MC0004,MC0004,PREANTORBITAL_F,Preantorbital fenestra: absent (0); present (1).,,,,inherited_unchanged,WIL02_REF:C4,MC0004,Wilson (2002) definition; WU09 matrix/scoring source,,,,high,,Definition and numbering inherited 1:1 from Wilson (2002); matrix-specific taxon scoring revisions are tracked separately from character-concept provenance.
WU09:C5,WU09,Wilson & Upchurch 2009,analysis,2009,5,MC0005,MC0005,AMF & SNF NARROWLY SEP'D,"Subnarial foramen and anterior maxillary fora- men, position: well distanced from one another (0); separated by narrow bony isthmus (1).",,,,inherited_unchanged,WIL02_REF:C5,MC0005,Wilson (2002) definition; WU09 matrix/scoring source,,,,high,,Definition and numbering inherited 1:1 from Wilson (2002); matrix-specific taxon scoring revisions are tracked separately from character-concept provenance.
WU09:C6,WU09,Wilson & Upchurch 2009,analysis,2009,6,MC0006,MC0006,AOF>ORBIT,"Antorbital fenestra, maximum diameter: much shorter than (0) or subequal to (1) orbital maxi- mum diameter.",,,,inherited_unchanged,WIL02_REF:C6,MC0006,Wilson (2002) definition; WU09 matrix/scoring source,,,,high,,Definition and numbering inherited 1:1 from Wilson (2002); matrix-specific taxon scoring revisions are tracked separately from character-concept provenance.
WU09:C7,WU09,Wilson & Upchurch 2009,analysis,2009,7,MC0007,MC0007,ANTORBITAL_FOSSA_ABSENT,Antorbital fossa: present (0); absent (1).,,,,inherited_unchanged,WIL02_REF:C7,MC0007,Wilson (2002) definition; WU09 matrix/scoring source,,,,high,,Definition and numbering inherited 1:1 from Wilson (2002); matrix-specific taxon scoring revisions are tracked separately from character-concept provenance.
WU09:C8,WU09,Wilson & Upchurch 2009,analysis,2009,8,MC0008,MC0008,NARES_RETRACTED,"External nares, position: terminal (0); retracted to level of orbit (1); retracted to a position between orbits (2).",,,,inherited_unchanged,WIL02_REF:C8,MC0008,Wilson (2002) definition; WU09 matrix/scoring source,,,,high,,Definition and numbering inherited 1:1 from Wilson (2002); matrix-specific taxon scoring revisions are tracked separately from character-concept provenance.
WU09:C9,WU09,Wilson & Upchurch 2009,analysis,2009,9,MC0009,MC0009,LARGE_NARIS,"External nares, maximum diameter: shorter (0) or longer (1) than orbital maximum diameter.",,,,inherited_unchanged,WIL02_REF:C9,MC0009,Wilson (2002) definition; WU09 matrix/scoring source,,,,high,,Definition and numbering inherited 1:1 from Wilson (2002); matrix-specific taxon scoring revisions are tracked separately from character-concept provenance.
WU09:C10,WU09,Wilson & Upchurch 2009,analysis,2009,10,MC0010,MC0010,INFRAORBITAL_REGION_SHORTENED,"Orbital ventral margin, anteroposterior length: broad, with subcircular orbital margin (0); reduced, with acute orbital margin (1).",,,,inherited_unchanged,WIL02_REF:C10,MC0010,Wilson (2002) definition; WU09 matrix/scoring source,,,,high,,Definition and numbering inherited 1:1 from Wilson (2002); matrix-specific taxon scoring revisions are tracked separately from character-concept provenance.
WU09:C11,WU09,Wilson & Upchurch 2009,analysis,2009,11,MC0011,MC0011,LACRIMAL_ANTERIOR_PROCESS_ABSEN,"Lacrimal, anterior process: present (0); absent (1).",,,,inherited_unchanged,WIL02_REF:C11,MC0011,Wilson (2002) definition; WU09 matrix/scoring source,,,,high,,Definition and numbering inherited 1:1 from Wilson (2002); matrix-specific taxon scoring revisions are tracked separately from character-concept provenance.
WU09:C12,WU09,Wilson & Upchurch 2009,analysis,2009,12,MC0012,MC0012,J-ECT CONTACT ABSENT,Jugal-ectopterygoid contact: present (0); absent (1).,,,,inherited_unchanged,WIL02_REF:C12,MC0012,Wilson (2002) definition; WU09 matrix/scoring source,,,,high,,Definition and numbering inherited 1:1 from Wilson (2002); matrix-specific taxon scoring revisions are tracked separately from character-concept provenance.
WU09:C13,WU09,Wilson & Upchurch 2009,analysis,2009,13,MC0013,MC0013,J_CONTR_TO_AOF,"Jugal, contribution to antorbital fenestra: very reduced or absent (0); large, bordering approxi- mately one-third its perimeter (1).",,,,inherited_unchanged,WIL02_REF:C13,MC0013,Wilson (2002) definition; WU09 matrix/scoring source,,,,high,,Definition and numbering inherited 1:1 from Wilson (2002); matrix-specific taxon scoring revisions are tracked separately from character-concept provenance.
WU09:C14,WU09,Wilson & Upchurch 2009,analysis,2009,14,MC0014,MC0014,PRF_ENLARGED,"Prefrontal, posterior process size: small, not pro- jecting far posterior of frontal-nasal suture (0); elongate, approaching parietal (1).",,,,inherited_unchanged,WIL02_REF:C14,MC0014,Wilson (2002) definition; WU09 matrix/scoring source,,,,high,,Definition and numbering inherited 1:1 from Wilson (2002); matrix-specific taxon scoring revisions are tracked separately from character-concept provenance.
WU09:C15,WU09,Wilson & Upchurch 2009,analysis,2009,15,MC0015,MC0015,PRF_HOOK,"Prefrontal, posterior process shape: flat (0); hooked (1).",,,,inherited_unchanged,WIL02_REF:C15,MC0015,Wilson (2002) definition; WU09 matrix/scoring source,,,,high,,Definition and numbering inherited 1:1 from Wilson (2002); matrix-specific taxon scoring revisions are tracked separately from character-concept provenance.
WU09:C16,WU09,Wilson & Upchurch 2009,analysis,2009,16,MC0016,MC0016,PO_BROAD_TRANSVERSELY,"Postorbital, ventral process shape: transversely narrow (0); broader transversely than anteropos- teriorly (1).",,,,inherited_unchanged,WIL02_REF:C16,MC0016,Wilson (2002) definition; WU09 matrix/scoring source,,,,high,,Definition and numbering inherited 1:1 from Wilson (2002); matrix-specific taxon scoring revisions are tracked separately from character-concept provenance.
WU09:C17,WU09,Wilson & Upchurch 2009,analysis,2009,17,MC0017,MC0017,PO_LACKS_POSTERIOR_PR.,"Postorbital, posterior process: present (0); absent (1).",,,,inherited_unchanged,WIL02_REF:C17,MC0017,Wilson (2002) definition; WU09 matrix/scoring source,,,,high,,Definition and numbering inherited 1:1 from Wilson (2002); matrix-specific taxon scoring revisions are tracked separately from character-concept provenance.
WU09:C18,WU09,Wilson & Upchurch 2009,analysis,2009,18,MC0018,MC0018,FRONTAL_EXC_FROM_STFOSSA,Frontal contribution to supratemporal fossa: present (0); absent (1).,,,,inherited_unchanged,WIL02_REF:C18,MC0018,Wilson (2002) definition; WU09 matrix/scoring source,,,,high,,Definition and numbering inherited 1:1 from Wilson (2002); matrix-specific taxon scoring revisions are tracked separately from character-concept provenance.
WU09:C19,WU09,Wilson & Upchurch 2009,analysis,2009,19,MC0019,MC0019,FRONTALS_FUSED,"Frontals, midline contact (symphysis): sutured (0) or fused (1) in adult individuals.",,,,inherited_unchanged,WIL02_REF:C19,MC0019,Wilson (2002) definition; WU09 matrix/scoring source,,,,high,,Definition and numbering inherited 1:1 from Wilson (2002); matrix-specific taxon scoring revisions are tracked separately from character-concept provenance.
WU09:C20,WU09,Wilson & Upchurch 2009,analysis,2009,20,MC0020,MC0020,FRONTALS_BROAD,"Frontal, anteroposterior length: approximately twice (0) or less than (1) minimum transverse breadth.",,,,inherited_unchanged,WIL02_REF:C20,MC0020,Wilson (2002) definition; WU09 matrix/scoring source,,,,high,,Definition and numbering inherited 1:1 from Wilson (2002); matrix-specific taxon scoring revisions are tracked separately from character-concept provenance.
