relationship_id,source_occurrences,target_occurrence,canonical_character_id,original_canonical_character_id,relationship_type,confidence,source_block,source_attribution,source_reference_codes,related_non_equivalent_concepts,top_candidate,top_candidate_score,rationale
REL-C12-040,WIL02_REF:C27,C12:C40,MC0027,MC0027,source_derived_same_concept,high,,,W27; U41; C10; S30,,,,"C12 explicitly cites Wilson C27; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-041,WIL02_REF:C28,C12:C41,MC0028,MC0028,source_derived_same_concept,high,,,W28,,,,"C12 explicitly cites Wilson C28; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-042,WIL02_REF:C29,C12:C42,MC0029,MC0029,source_derived_same_concept,high,,,W29; U38-39,,,,"C12 explicitly cites Wilson C29; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-043,,C12:C43,MC0313,MC0313,provisional_distinct,moderate,,,U24; C11; S2,,,,No existing canonical concept was equivalent enough to merge safely in this first pass. The character is retained as a provisional distinct concept pending later lineage evidence.
REL-C12-044,WIL02_REF:C31,C12:C44,MC0031,MC0031,source_derived_same_concept,high,,,W31; U45,,,,"C12 explicitly cites Wilson C31; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-045,WIL02_REF:C32,C12:C45,MC0032,MC0032,source_derived_same_concept,high,,,W32; U23,,,,"C12 explicitly cites Wilson C32; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-046,,C12:C46,MC0314,MC0314,provisional_distinct,moderate,,,U25,,,,No existing canonical concept was equivalent enough to merge safely in this first pass. The character is retained as a provisional distinct concept pending later lineage evidence.
REL-C12-047,,C12:C47,MC0315,MC0315,provisional_distinct,moderate,,,U26,,,,No existing canonical concept was equivalent enough to merge safely in this first pass. The character is retained as a provisional distinct concept pending later lineage evidence.
REL-C12-048,,C12:C48,MC0316,MC0316,provisional_distinct,moderate,,,U27,,,,No existing canonical concept was equivalent enough to merge safely in this first pass. The character is retained as a provisional distinct concept pending later lineage evidence.
REL-C12-049,,C12:C49,MC0317,MC0317,provisional_distinct,moderate,,,U68; C5; S5,,,,No existing canonical concept was equivalent enough to merge safely in this first pass. The character is retained as a provisional distinct concept pending later lineage evidence.
REL-C12-050,WIL02_REF:C33; WIL02_REF:C34,C12:C50,MC0318,MC0318,merged_derived,high,,,W33-34; U66-67; C1,,,,C12 combines quadrate-fossa presence and depth into one absent/shallow/deep character.
REL-C12-051,WIL02_REF:C35,C12:C51,MC0035,MC0035,source_derived_same_concept,high,,,W35,,,,"C12 explicitly cites Wilson C35; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-052,WIL02_REF:C42,C12:C52,MC0042,MC0042,source_derived_same_concept,high,,,W42,,,,"C12 explicitly cites Wilson C42; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-053,WIL02_REF:C40,C12:C53,MC0040,MC0040,source_derived_same_concept,high,,,W40,,,,"C12 explicitly cites Wilson C40; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-054,,C12:C54,MC0319,MC0319,provisional_distinct,moderate,,,U57,,,,No existing canonical concept was equivalent enough to merge safely in this first pass. The character is retained as a provisional distinct concept pending later lineage evidence.
REL-C12-055,,C12:C55,MC0320,MC0320,provisional_distinct,moderate,,,U61,,,,No existing canonical concept was equivalent enough to merge safely in this first pass. The character is retained as a provisional distinct concept pending later lineage evidence.
REL-C12-056,,C12:C56,MC0321,MC0321,provisional_distinct,moderate,,,U62,,,,No existing canonical concept was equivalent enough to merge safely in this first pass. The character is retained as a provisional distinct concept pending later lineage evidence.
REL-C12-057,WIL02_REF:C36,C12:C57,MC0036,MC0036,source_derived_same_concept,high,,,W36; U63-64,,,,"C12 explicitly cites Wilson C36; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-058,WIL02_REF:C37,C12:C58,MC0037,MC0037,source_derived_same_concept,high,,,W37; U58-59,,,,"C12 explicitly cites Wilson C37; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-059,,C12:C59,MC0322,MC0322,provisional_distinct,moderate,,,U60,,,,No existing canonical concept was equivalent enough to merge safely in this first pass. The character is retained as a provisional distinct concept pending later lineage evidence.
REL-C12-060,WIL02_REF:C38,C12:C60,MC0038,MC0038,source_derived_same_concept,high,,,W38,,,,"C12 explicitly cites Wilson C38; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-061,WIL02_REF:C39,C12:C61,MC0039,MC0039,source_derived_same_concept,high,,,W39,,,,"C12 explicitly cites Wilson C39; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-062,WIL02_REF:C41,C12:C62,MC0041,MC0041,source_derived_same_concept,high,,,W41,,,,"C12 explicitly cites Wilson C41; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-063,WIL02_REF:C43,C12:C63,MC0043,MC0043,source_derived_same_concept,high,,,W43,,,,"C12 explicitly cites Wilson C43; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-064,,C12:C64,MC0323,MC0323,provisional_distinct,moderate,,,S29,,,,No existing canonical concept was equivalent enough to merge safely in this first pass. The character is retained as a provisional distinct concept pending later lineage evidence.
REL-C12-065,,C12:C65,MC0324,MC0324,provisional_distinct,moderate,,,U46,,,,No existing canonical concept was equivalent enough to merge safely in this first pass. The character is retained as a provisional distinct concept pending later lineage evidence.
REL-C12-066,WIL02_REF:C44,C12:C66,MC0044,MC0044,source_derived_same_concept,high,,,W44,,,,"C12 explicitly cites Wilson C44; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-067,WIL02_REF:C54,C12:C67,MC0054,MC0054,source_derived_same_concept,high,,,W54,,,,"C12 explicitly cites Wilson C54; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-068,WIL02_REF:C45,C12:C68,MC0045,MC0045,source_derived_same_concept,high,,,W45; U49,,,,"C12 explicitly cites Wilson C45; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-069,WIL02_REF:C46,C12:C69,MC0046,MC0046,source_derived_same_concept,high,,,W46; U52-53; S27,,,,"C12 explicitly cites Wilson C46; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-070,WIL02_REF:C47,C12:C70,MC0047,MC0047,source_derived_same_concept,high,,,W47; U54; S28,,,,"C12 explicitly cites Wilson C47; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-071,WIL02_REF:C48,C12:C71,MC0048,MC0048,source_derived_same_concept,high,,,W48; U48,,,,"C12 explicitly cites Wilson C48; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-072,WIL02_REF:C49,C12:C72,MC0049,MC0049,source_derived_same_concept,high,,,W49,,,,"C12 explicitly cites Wilson C49; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-073,WIL02_REF:C50,C12:C73,MC0050,MC0050,source_derived_same_concept,high,,,W50,,,,"C12 explicitly cites Wilson C50; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-074,WIL02_REF:C51,C12:C74,MC0051,MC0051,source_derived_same_concept,moderate,,,W51; U55,,,,"C12 explicitly cites Wilson C51; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-075,WIL02_REF:C52,C12:C75,MC0052,MC0052,source_derived_same_concept,high,,,W52,,,,"C12 explicitly cites Wilson C52; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-076,WIL02_REF:C53,C12:C76,MC0053,MC0053,source_derived_same_concept,high,,,W53; U50; C6; S3,,,,"C12 explicitly cites Wilson C53; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-077,,C12:C77,MC0325,MC0325,provisional_distinct,moderate,,,U51,,,,No existing canonical concept was equivalent enough to merge safely in this first pass. The character is retained as a provisional distinct concept pending later lineage evidence.
REL-C12-078,,C12:C78,MC0326,MC0326,provisional_distinct,moderate,,,U56,,,,No existing canonical concept was equivalent enough to merge safely in this first pass. The character is retained as a provisional distinct concept pending later lineage evidence.
REL-C12-079,WIL02_REF:C55,C12:C79,MC0055,MC0055,source_derived_same_concept,high,,,W55; U69,,,,"C12 explicitly cites Wilson C55; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-080,WIL02_REF:C56,C12:C80,MC0056,MC0056,source_derived_same_concept,high,,,W56; U70,,,,"C12 explicitly cites Wilson C56; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-081,WIL02_REF:C57,C12:C81,MC0057,MC0057,source_derived_same_concept,high,,,W57; U71,,,,"C12 explicitly cites Wilson C57; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-082,WIL02_REF:C58,C12:C82,MC0058,MC0058,source_derived_same_concept,high,,,W58; U76-77,,,,"C12 explicitly cites Wilson C58; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-083,WIL02_REF:C59,C12:C83,MC0059,MC0059,source_derived_same_concept,high,,,W59; U75,,,,"C12 explicitly cites Wilson C59; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-084,WIL02_REF:C60,C12:C84,MC0060,MC0060,source_derived_same_concept,high,,,W60,,,,"C12 explicitly cites Wilson C60; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-085,WIL02_REF:C61,C12:C85,MC0061,MC0061,source_derived_same_concept,high,,,W61,,,,"C12 explicitly cites Wilson C61; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-086,,C12:C86,MC0327,MC0327,provisional_distinct,moderate,,,U72,,,,No existing canonical concept was equivalent enough to merge safely in this first pass. The character is retained as a provisional distinct concept pending later lineage evidence.
REL-C12-087,WIL02_REF:C62,C12:C87,MC0062,MC0062,source_derived_same_concept,high,,,W62; U74,,,,"C12 explicitly cites Wilson C62; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-088,WIL02_REF:C63,C12:C88,MC0063,MC0063,source_derived_same_concept,high,,,W63; U73,,,,"C12 explicitly cites Wilson C63; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-089,WIL02_REF:C64,C12:C89,MC0064,MC0064,source_derived_same_concept,high,,,W64,,,,"C12 explicitly cites Wilson C64; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-090,,C12:C90,MC0328,MC0328,provisional_distinct,moderate,,,U9,,,,No existing canonical concept was equivalent enough to merge safely in this first pass. The character is retained as a provisional distinct concept pending later lineage evidence.
REL-C12-091,,C12:C91,MC0329,MC0329,provisional_distinct,moderate,,,U78,,,,No existing canonical concept was equivalent enough to merge safely in this first pass. The character is retained as a provisional distinct concept pending later lineage evidence.
REL-C12-092,WIL02_REF:C73,C12:C92,MC0073,MC0073,source_derived_same_concept,high,,,W73; U91,,,,"C12 explicitly cites Wilson C73; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-093,WIL02_REF:C66,C12:C93,MC0066,MC0066,source_derived_same_concept,high,,,W66; U94-95,,,,"C12 explicitly cites Wilson C66; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-094,WIL02_REF:C67; WIL02_REF:C68,C12:C94,MC0330,MC0330,merged_derived,high,,,W67-68,,,,C12 combines presence of crown-to-crown occlusion with the morphology/angle of the resulting wear facets.
REL-C12-095,WIL02_REF:C69,C12:C95,MC0069,MC0069,source_derived_same_concept,high,,,W69; U80,,,,"C12 explicitly cites Wilson C69; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-096,,C12:C96,MC0331,MC0331,provisional_distinct,moderate,,,U81,,,,No existing canonical concept was equivalent enough to merge safely in this first pass. The character is retained as a provisional distinct concept pending later lineage evidence.
REL-C12-097,,C12:C97,MC0332,MC0332,provisional_distinct,moderate,,,U87-89,,,,No existing canonical concept was equivalent enough to merge safely in this first pass. The character is retained as a provisional distinct concept pending later lineage evidence.
REL-C12-098,WIL02_REF:C70,C12:C98,MC0070,MC0070,source_derived_same_concept,high,,,W70; U84-85; U92; C2; S1,,,,"C12 explicitly cites Wilson C70; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-099,WIL02_REF:C71,C12:C99,MC0071,MC0071,source_derived_same_concept,high,,,W71; U79,,,,"C12 explicitly cites Wilson C71; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-100,WIL02_REF:C72,C12:C100,MC0072,MC0072,source_derived_same_concept,high,,,W72; U82-83; C3,,,,"C12 explicitly cites Wilson C72; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-101,WIL02_REF:C74,C12:C101,MC0074,MC0074,source_derived_same_concept,high,,,W74; U90,,,,"C12 explicitly cites Wilson C74; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-102,WIL02_REF:C75,C12:C102,MC0075,MC0075,source_derived_same_concept,high,,,W75; U93,,,,"C12 explicitly cites Wilson C75; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-103,WIL02_REF:C76,C12:C103,MC0076,MC0076,source_derived_same_concept,high,,,W76,,,,"C12 explicitly cites Wilson C76; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-104,,C12:C104,MC0333,MC0333,provisional_distinct,moderate,,,U86,,,,No existing canonical concept was equivalent enough to merge safely in this first pass. The character is retained as a provisional distinct concept pending later lineage evidence.
REL-C12-105,WIL02_REF:C80,C12:C105,MC0080,MC0080,source_derived_same_concept,high,,,W80; U96-100; S25,,,,"C12 explicitly cites Wilson C80; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-106,WIL02_REF:C79,C12:C106,MC0079,MC0079,source_derived_same_concept,high,,,W79; U101,,,,"C12 explicitly cites Wilson C79; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-107,WIL02_REF:C82,C12:C107,MC0082,MC0082,source_derived_same_concept,high,,,W82; U103,,,,"C12 explicitly cites Wilson C82; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-108,WIL02_REF:C78; WIL02_REF:C83,C12:C108,MC0334,MC0334,merged_derived,high,,,W78; W83; U110; C15; S33,,,,C12 combines cervical pleurocoel presence with simple-versus-complex pleurocoel morphology.
REL-C12-109,,C12:C109,MC0335,MC0335,provisional_distinct,moderate,,,U106-107,,,,No existing canonical concept was equivalent enough to merge safely in this first pass. The character is retained as a provisional distinct concept pending later lineage evidence.
REL-C12-110,,C12:C110,MC0336,MC0336,provisional_distinct,moderate,,,U109,,,,No existing canonical concept was equivalent enough to merge safely in this first pass. The character is retained as a provisional distinct concept pending later lineage evidence.
REL-C12-111,WIL02_REF:C81,C12:C111,MC0081,MC0081,source_derived_same_concept,high,,,W81; U115-116,,,,"C12 explicitly cites Wilson C81; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-112,WIL02_REF:C84,C12:C112,MC0084,MC0084,source_derived_same_concept,high,,,W84; U108,,,,"C12 explicitly cites Wilson C84; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-113,,C12:C113,MC0337,MC0337,provisional_distinct,moderate,,,C18,,,,No existing canonical concept was equivalent enough to merge safely in this first pass. The character is retained as a provisional distinct concept pending later lineage evidence.
REL-C12-114,WIL02_REF:C86,C12:C114,MC0086,MC0086,source_derived_same_concept,high,,,W86; U102,,,,"C12 explicitly cites Wilson C86; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-115,WIL02_REF:C87,C12:C115,MC0087,MC0087,source_derived_same_concept,moderate,,,W87; U111-112; C16,,,,"C12 explicitly cites Wilson C87; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-116,WIL02_REF:C88,C12:C116,MC0088,MC0088,source_derived_same_concept,high,,,W88; U113,,,,"C12 explicitly cites Wilson C88; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-117,,C12:C117,MC0338,MC0338,provisional_distinct,moderate,,,U114,,,,No existing canonical concept was equivalent enough to merge safely in this first pass. The character is retained as a provisional distinct concept pending later lineage evidence.
REL-C12-118,GA11:C26,C12:C118,MC0268,MC0268,states_reversed,moderate,,,U117,,,,"C12 cervical neural-spine height is the same broad height concept as GA11 MC0268, but the low/high polarity is reversed."
REL-C12-119,WIL02_REF:C85,C12:C119,MC0085,MC0085,source_derived_same_concept,moderate,,,W85; C17; S34,,,,"C12 explicitly cites Wilson C85; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-120,WIL02_REF:C89; WIL02_REF:C90,C12:C120,MC0339,MC0339,merged_derived,high,,,W89-90; U118; C17,,,,C12 combines neural-spine bifidity with presence/absence of the median pseudospinal tubercle.
REL-C12-121,,C12:C121,MC0340,MC0340,provisional_distinct,moderate,,,U119,,,,No existing canonical concept was equivalent enough to merge safely in this first pass. The character is retained as a provisional distinct concept pending later lineage evidence.
REL-C12-122,WIL02_REF:C91,C12:C122,MC0091,MC0091,source_derived_same_concept,high,,,W91; U122-125,,,,"C12 explicitly cites Wilson C91; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-123,WIL02_REF:C78,C12:C123,MC0341,MC0341,split_derived,moderate,,,W78; U128-129; C22,,,,Thoracic pleurocoel presence/complexity is retained as a regional derivative of Wilson's broader presacral pneumatopore character.
REL-C12-124,,C12:C124,MC0342,MC0342,provisional_distinct,moderate,,,U130,,,,No existing canonical concept was equivalent enough to merge safely in this first pass. The character is retained as a provisional distinct concept pending later lineage evidence.
REL-C12-125,,C12:C125,MC0343,MC0343,provisional_distinct,moderate,,,U136,,,,No existing canonical concept was equivalent enough to merge safely in this first pass. The character is retained as a provisional distinct concept pending later lineage evidence.
REL-C12-126,WIL02_REF:C106,C12:C126,MC0106,MC0106,source_derived_same_concept,high,,,W106; U145; C23; S15,,,,"C12 explicitly cites Wilson C106; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-127,,C12:C127,MC0344,MC0344,provisional_distinct,moderate,,,U146,,,,No existing canonical concept was equivalent enough to merge safely in this first pass. The character is retained as a provisional distinct concept pending later lineage evidence.
REL-C12-128,WIL02_REF:C99,C12:C128,MC0099,MC0099,source_derived_same_concept,moderate,,,W99; U156-157,,,,"C12 explicitly cites Wilson C99; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-129,,C12:C129,MC0345,MC0345,provisional_distinct,moderate,,,U151,,,,No existing canonical concept was equivalent enough to merge safely in this first pass. The character is retained as a provisional distinct concept pending later lineage evidence.
REL-C12-130,,C12:C130,MC0346,MC0346,provisional_distinct,moderate,,,U149; C27,,,,No existing canonical concept was equivalent enough to merge safely in this first pass. The character is retained as a provisional distinct concept pending later lineage evidence.
REL-C12-131,,C12:C131,MC0347,MC0347,provisional_distinct,moderate,,,U138; S35,,,,No existing canonical concept was equivalent enough to merge safely in this first pass. The character is retained as a provisional distinct concept pending later lineage evidence.
REL-C12-132,WIL02_REF:C94,C12:C132,MC0094,MC0094,source_derived_same_concept,high,,,W94; U104,,,,"C12 explicitly cites Wilson C94; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-133,,C12:C133,MC0348,MC0348,provisional_distinct,moderate,,,U127; C29,,,,No existing canonical concept was equivalent enough to merge safely in this first pass. The character is retained as a provisional distinct concept pending later lineage evidence.
REL-C12-134,,C12:C134,MC0349,MC0349,provisional_distinct,moderate,,,U126,,,,No existing canonical concept was equivalent enough to merge safely in this first pass. The character is retained as a provisional distinct concept pending later lineage evidence.
REL-C12-135,,C12:C135,MC0350,MC0350,provisional_distinct,moderate,,,U134,,,,No existing canonical concept was equivalent enough to merge safely in this first pass. The character is retained as a provisional distinct concept pending later lineage evidence.
REL-C12-136,,C12:C136,MC0273,MC0351,provisional_distinct,moderate,,,U158,,,,No existing canonical concept was equivalent enough to merge safely in this first pass. The character is retained as a provisional distinct concept pending later lineage evidence.
REL-C12-137,WIL02_REF:C93,C12:C137,MC0352,MC0352,historically_derived_distinct,moderate,,,W93; U132; C20; C24; C28; S9,,,,"C12 measures total vertebral-arch height relative to centrum height, whereas Wilson C93 measures dorsal neural-spine length relative to centrum length."
REL-C12-138,,C12:C138,MC0353,MC0353,provisional_distinct,moderate,,,U135,,,,No existing canonical concept was equivalent enough to merge safely in this first pass. The character is retained as a provisional distinct concept pending later lineage evidence.
REL-C12-139,WIL02_REF:C96,C12:C139,MC0096,MC0096,source_derived_same_concept,high,,,W96; U133,,,,"C12 explicitly cites Wilson C96; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-140,WIL02_REF:C97,C12:C140,MC0097,MC0097,source_derived_same_concept,high,,,W97,,,,"C12 explicitly cites Wilson C97; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-141,WIL02_REF:C98,C12:C141,MC0098,MC0098,source_derived_same_concept,high,,,W98; U137,,,,"C12 explicitly cites Wilson C98; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-142,,C12:C142,MC0354,MC0354,provisional_distinct,moderate,,,U140,,,,No existing canonical concept was equivalent enough to merge safely in this first pass. The character is retained as a provisional distinct concept pending later lineage evidence.
REL-C12-143,,C12:C143,MC0355,MC0355,provisional_distinct,moderate,,,U148; C26,,,,No existing canonical concept was equivalent enough to merge safely in this first pass. The character is retained as a provisional distinct concept pending later lineage evidence.
REL-C12-144,WIL02_REF:C100; WIL02_REF:C101,C12:C144,MC0356,MC0356,merged_derived,high,,,W100; W101; U147; U150,,,,C12 combines spinopostzygapophyseal support with its relationship to the postspinal lamina.
REL-C12-145,WIL02_REF:C103,C12:C145,MC0103,MC0103,source_derived_same_concept,moderate,,,W103; U144,,,,"C12 explicitly cites Wilson C103; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-146,WIL02_REF:C101,C12:C146,MC0101,MC0101,source_derived_same_concept,high,,,W101,,,,"C12 explicitly cites Wilson C101; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-147,,C12:C147,MC0357,MC0357,provisional_distinct,moderate,,,U141,,,,No existing canonical concept was equivalent enough to merge safely in this first pass. The character is retained as a provisional distinct concept pending later lineage evidence.
REL-C12-148,WIL02_REF:C102,C12:C148,MC0102,MC0102,source_derived_same_concept,moderate,,,W102; U153-154,,,,"C12 explicitly cites Wilson C102; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-149,WIL02_REF:C104,C12:C149,MC0104,MC0104,source_derived_same_concept,moderate,,,W104,,,,"C12 explicitly cites Wilson C104; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-150,WIL02_REF:C105,C12:C150,MC0105,MC0105,source_derived_same_concept,high,,,W105; U105; C25,,,,"C12 explicitly cites Wilson C105; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-151,,C12:C151,MC0358,MC0358,provisional_distinct,moderate,,,U131,,,,No existing canonical concept was equivalent enough to merge safely in this first pass. The character is retained as a provisional distinct concept pending later lineage evidence.
REL-C12-152,,C12:C152,MC0359,MC0359,provisional_distinct,moderate,,,U142,,,,No existing canonical concept was equivalent enough to merge safely in this first pass. The character is retained as a provisional distinct concept pending later lineage evidence.
REL-C12-153,,C12:C153,MC0360,MC0360,provisional_distinct,moderate,,,U139,,,,No existing canonical concept was equivalent enough to merge safely in this first pass. The character is retained as a provisional distinct concept pending later lineage evidence.
REL-C12-154,WIL02_REF:C92,C12:C154,MC0092,MC0092,source_derived_same_concept,moderate,,,W92; U152,,,,"C12 explicitly cites Wilson C92; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-155,WIL02_REF:C107,C12:C155,MC0107,MC0107,source_derived_same_concept,moderate,,,W107; U155,,,,"C12 explicitly cites Wilson C107; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-156,WIL02_REF:C108,C12:C156,MC0108,MC0108,source_derived_same_concept,high,,,W108; U161-163,,,,"C12 explicitly cites Wilson C108; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-157,WIL02_REF:C109,C12:C157,MC0109,MC0109,source_derived_same_concept,high,,,W109,,,,"C12 explicitly cites Wilson C109; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-158,,C12:C158,MC0361,MC0361,provisional_distinct,moderate,,,U164,,,,No existing canonical concept was equivalent enough to merge safely in this first pass. The character is retained as a provisional distinct concept pending later lineage evidence.
REL-C12-159,,C12:C159,MC0362,MC0362,provisional_distinct,moderate,,,U165,,,,No existing canonical concept was equivalent enough to merge safely in this first pass. The character is retained as a provisional distinct concept pending later lineage evidence.
REL-C12-160,WIL02_REF:C111,C12:C160,MC0111,MC0111,source_derived_same_concept,high,,,W111,,,,"C12 explicitly cites Wilson C111; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-161,WIL02_REF:C112,C12:C161,MC0112,MC0112,source_derived_same_concept,high,,,W112; U168,,,,"C12 explicitly cites Wilson C112; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-162,WIL02_REF:C113,C12:C162,MC0113,MC0113,source_derived_same_concept,high,,,W113,,,,"C12 explicitly cites Wilson C113; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-163,WIL02_REF:C114,C12:C163,MC0114,MC0114,source_derived_same_concept,high,,,W114; U170,,,,"C12 explicitly cites Wilson C114; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-164,,C12:C164,MC0363,MC0363,provisional_distinct,moderate,,,U166-167; C33; S19; S36,,,,No existing canonical concept was equivalent enough to merge safely in this first pass. The character is retained as a provisional distinct concept pending later lineage evidence.
REL-C12-165,WIL02_REF:C115,C12:C165,MC0115,MC0115,source_derived_same_concept,high,,,W115; U193,,,,"C12 explicitly cites Wilson C115; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
REL-C12-166,WIL02_REF:C116,C12:C166,MC0116,MC0116,source_derived_same_concept,high,,,W116; U171,,,,"C12 explicitly cites Wilson C116; the same biological character concept is retained while allowing Carballido et al. to modify wording, scope, thresholds, or state bins."
